_id,Currency,Date,Open,High,Low,Close,Volume,Market Cap
ObjectId("5e5a946645e7ef3284237937"),bitcoin,06/12/2013,"1,042.38","1,042.38",829.45,829.45
ObjectId("5e5a946645e7ef328423747d"),bitcoin,30/03/2017,"1,042.21","1,049.29","1,020.04"
ObjectId("5e5a946645e7ef328423793e"),bitcoin,29/11/2013,"1,042.01","1,146.97","1,000.64"
ObjectId("5e5a946645e7ef32842374b0"),bitcoin,07/02/2017,"1,040.14","1,061.93","1,040.14"
ObjectId("5e5a946645e7ef3284237483"),bitcoin,24/03/2017,"1,038.45","1,040.47",934.36,937.52
ObjectId("5e5a946645e7ef3284237487"),bitcoin,20/03/2017,"1,037.24","1,063.03","1,036.68"
ObjectId("5e5a946645e7ef32842374b3"),bitcoin,04/02/2017,"1,031.33","1,045.90","1,015.16"
ObjectId("5e5a946645e7ef32842374b1"),bitcoin,06/02/2017,"1,028.40","1,044.64","1,028.16"
ObjectId("5e5a946645e7ef328423747c"),bitcoin,31/03/2017,"1,026.64","1,074.92","1,026.64"
ObjectId("5e5a946645e7ef32842374a6"),bitcoin,17/02/2017,"1,026.12","1,053.17","1,025.64"
ObjectId("5e5a946645e7ef32842374d3"),bitcoin,03/01/2017,"1,021.60","1,044.08","1,021.60"
ObjectId("5e5a946645e7ef32842374d0"),bitcoin,06/01/2017,"1,014.24","1,046.81",883.94,902.2
ObjectId("5e5a946645e7ef32842374b4"),bitcoin,03/02/2017,"1,011.46","1,033.87","1,008.79"
ObjectId("5e5a946645e7ef32842374a7"),bitcoin,16/02/2017,"1,007.65","1,033.37","1,007.65"
ObjectId("5e5a946645e7ef32842374a8"),bitcoin,15/02/2017,"1,006.21","1,008.84","1,001.58"
ObjectId("5e5a946645e7ef32842374ab"),bitcoin,12/02/2017,"1,003.52","1,004.76",996.92,999.18
ObjectId("5e5a946645e7ef328423793f"),bitcoin,28/11/2013,"1,003.38","1,077.56",962.17,"1
ObjectId("5e5a946645e7ef3284237326"),bitcoin,08/03/2018,"9,951.44","10,147.40","9,335.87"
